DATE,CPIAUCSL
1949-01-18,23.952497150645044
1949-01-19,23.948812724601
1949-01-20,23.945176501416075
1949-01-21,23.941601388655624
1949-01-22,23.93810029388501
1949-01-23,23.9346861246696
1949-01-24,23.93137178857475
1949-01-25,23.928170193165837
1949-01-26,23.92509424600821
1949-01-27,23.922156854667243
1949-01-28,23.9193709267083
1949-01-29,23.91674936969674
1949-01-30,23.914305091197924
1949-01-31,23.912050998777225
1949-02-01,23.91
1949-02-02,23.90816147506423
1949-02-03,23.906530694698343
1949-02-04,23.905099402263392
1949-02-05,23.903859341120413
1949-02-06,23.902802254630455
1949-02-07,23.901919886154566
1949-02-08,23.90120397905379
1949-02-09,23.90064627668917
1949-02-10,23.900238522421756
1949-02-11,23.899972459612588
1949-02-12,23.899839831622717
1949-02-13,23.899832381813187
1949-02-14,23.89994185354504
1949-02-15,23.90015999017933
1949-02-16,23.90047853507709
1949-02-17,23.900889231599372
1949-02-18,23.90138382310722
1949-02-19,23.901954052961685
1949-02-20,23.902591664523804
1949-02-21,23.90328840115463
1949-02-22,23.9040360062152
1949-02-23,23.904826223066568
1949-02-24,23.905650795069775
1949-02-25,23.906501465585865
1949-02-26,23.90736997797589
1949-02-27,23.908248075600888
1949-02-28,23.909127501821914
1949-03-01,23.91
1949-03-02,23.910858368750738
1949-03-03,23.911699627707854
1949-03-04,23.912521851759617
1949-03-05,23.913323115794295
1949-03-06,23.914101494700155
1949-03-07,23.914855063365465
1949-03-08,23.91558189667849
1949-03-09,23.91628006952749
1949-03-10,23.916947656800748
1949-03-11,23.917582733386517
1949-03-12,23.91818337417307
1949-03-13,23.918747654048673
1949-03-14,23.919273647901594
1949-03-15,23.9197594306201
1949-03-16,23.920203077092456
1949-03-17,23.920602662206935
1949-03-18,23.9209562608518
1949-03-19,23.921261947915315
1949-03-20,23.921517798285755
1949-03-21,23.92172188685138
1949-03-22,23.92187228850046
1949-03-23,23.921967078121256
1949-03-24,23.922004330602046
1949-03-25,23.92198212083109
1949-03-26,23.921898523696658
1949-03-27,23.921751614087015
1949-03-28,23.921539466890433
1949-03-29,23.92126015699517
1949-03-30,23.9209117592895
1949-03-31,23.92049234866169
1949-04-01,23.92
1949-04-02,23.919434574681592
1949-04-03,23.918803080039126
1949-04-04,23.91811430989416
1949-04-05,23.917377058068258
1949-04-06,23.916600118382974
1949-04-07,23.915792284659855
1949-04-08,23.91496235072046
1949-04-09,23.914119110386352
1949-04-10,23.91327135747907
1949-04-11,23.912427885820183
1949-04-12,23.911597489231244
1949-04-13,23.910788961533807
1949-04-14,23.910011096549432
1949-04-15,23.909272688099666
1949-04-16,23.908582530006065
1949-04-17,23.90794941609019
1949-04-18,23.907382140173596
1949-04-19,23.906889496077838
1949-04-20,23.906480277624468
1949-04-21,23.906163278635038
1949-04-22,23.905947292931117
1949-04-23,23.90584111433425
1949-04-24,23.905853536665997
1949-04-25,23.90599335374791
1949-04-26,23.906269359401545
1949-04-27,23.906690347448457
1949-04-28,23.907265111710203
1949-04-29,23.908002446008343
1949-04-30,23.90891114416442
1949-05-01,23.91
1949-05-02,23.911272399937406
1949-05-03,23.912710100802073
1949-05-04,23.91428945202019
1949-05-05,23.915986803017965
1949-05-06,23.917778503221587
1949-05-07,23.919640902057264
1949-05-08,23.921550348951197
1949-05-09,23.92348319332958
1949-05-10,23.92541578461861
1949-05-11,23.9273244722445
1949-05-12,23.929185605633435
1949-05-13,23.93097553421162
1949-05-14,23.932670607405253
1949-05-15,23.934247174640536
1949-05-16,23.93568158534367
1949-05-17,23.93695018894085
1949-05-18,23.938029334858278
1949-05-19,23.938895372522154
1949-05-20,23.939524651358674
1949-05-21,23.939893520794044
1949-05-22,23.93997833025446
1949-05-23,23.93975542916612
1949-05-24,23.939201166955222
1949-05-25,23.93829189304797
1949-05-26,23.937003956870562
1949-05-27,23.935313707849197
1949-05-28,23.933197495410074
1949-05-29,23.930631668979395
1949-05-30,23.927592577983354
1949-05-31,23.92405657184816
1949-06-01,23.92
1949-06-02,23.91540888101538
1949-06-03,23.91030791007199
1949-06-04,23.9047314514978
1949-06-05,23.89871386962079
1949-06-06,23.892289528768952
1949-06-07,23.885492793270267
1949-06-08,23.87835802745271
1949-06-09,23.870919595644267
1949-06-10,23.86321186217293
1949-06-11,23.85526919136666
